,movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,world_wide_box_office
504,Janky Promoters,2009,116820100,10000000,9069,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,,9069
505,High School,2009,142550100,10000000,139034,109099,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,100.0,248133
506,World's Greatest Dad,2009,75890100,10000000,221805,73945,R,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0.0,,295750
507,"The Goods: Live Hard, Sell Hard",2009,30210100,10000000,15122676,174642,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,89.0,15297318
508,The Joneses,2009,133590100,10000000,1475746,2065819,R,Unknown,Unknown,Unknown,Unknown,0.0,96.0,3541565
509,Free Style,2009,110850100,10000000,141108,580000,PG-13,Unknown,Unknown,Unknown,Unknown,0.0,,721108
510,The Fourth Kind,2009,115320100,10000000,26218170,23268704,PG-13,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,105.0,49486874
511,Saw VI,2009,109520100,11000000,27693292,42059110,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1.0,92.0,69752402
512,Just Wright,2009,135280100,12000000,21540363,327302,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,100.0,21867665
513,Triangle,2009,105040100,12000000,0,1594955,R,Unknown,Unknown,Unknown,Unknown,0.0,,1594955
514,Home,2009,245740100,12000000,0,1620056,Not Rated,Factual,Based on Real Life Events,Live Action,Documentary,0.0,0.0,1620056
515,Nanjing! Nanjing!,2009,153060100,12000000,122558,20000000,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,135.0,20122558
516,Ondine,2009,134650100,12000000,550472,7073,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,111.0,557545
517,Two Lovers,2009,51570100,12000000,3149034,13200000,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,109.0,16349034
518,San qiang pai an jing qi,2009,139470100,12000000,190946,120000,R,Contemporary Fiction,Remake,Live Action,Drama,0.0,95.0,310946
519,Solitary Man,2009,129040100,12500000,4360548,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,90.0,4360548
520,The Perfect Game,2009,120480100,12500000,1089445,2841922,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,118.0,3931367
521,Sorority Row,2009,37980100,12500000,11965282,14770515,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,101.0,26735797
522,Un Prophète,2009,110660100,13000000,2087720,17822904,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,149.0,19910624
523,Margaret,2009,125740100,14000000,47185,576107,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,149.0,623292
524,Les herbes folles,2009,129650100,14000000,403952,1500000,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,,1903952
525,A Perfect Getaway,2009,29770100,14000000,15515460,7300000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,97.0,22815460
526,Stan Helsing: A Parody,2009,112840100,14000000,0,1553556,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,81.0,1553556
527,My Bloody Valentine,2009,10510100,14000000,51545952,51290050,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,101.0,102836002
528,Easy Virtue,2009,53310100,14000000,2656784,17880957,PG-13,Historical Fiction,Based on Play,Live Action,Romantic Comedy,0.0,96.0,20537741
529,The Hurt Locker,2009,33690100,15000000,17017811,32876412,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,130.0,49894223
530,Post Grad,2009,43620100,15000000,6382178,181224,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,88.0,6563402
531,San suk si gin,2009,106310100,15000000,0,2013340,R,Contemporary Fiction,Unknown,Live Action,Drama,0.0,119.0,2013340
532,Whip It,2009,116050100,15000000,13077184,5812788,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,111.0,18889972
533,The Last House on the Left,2009,17320100,15000000,32752215,13774028,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,110.0,46526243
534,Halloween 2,2009,18100100,15000000,33392973,5119877,R,Fantasy,Original Screenplay,Live Action,Horror,1.0,105.0,38512850
535,All About Steve,2009,19950100,15000000,33862903,6264356,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,99.0,40127259
536,Whatever Works,2009,45910100,15000000,5306706,29800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,92.0,35106706
537,The Unborn,2009,13010100,16000000,42670410,35538402,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0.0,87.0,78208812
538,Jennifer's Body,2009,39170100,16000000,16204793,15738608,R,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0.0,102.0,31943401
539,Haeundae,2009,110530100,16000000,0,64733391,R,Unknown,Unknown,Unknown,Unknown,0.0,,64733391
540,Hachiko: A Dog's Story,2009,104370100,16000000,0,47707417,G,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,,47707417
541,Beastly,2009,114810100,17000000,27865571,10162659,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0.0,86.0,38028230
542,My Life in Ruins,2009,39380100,17000000,8677425,11800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,95.0,20477425
543,Friday the 13th,2009,7850100,17000000,65002019,27668218,R,Fantasy,Remake,Live Action,Horror,1.0,97.0,92670237
544,Brooklyn's Finest,2009,112250100,17000000,27163593,12069640,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0.0,133.0,39233233
545,Madea Goes To Jail,2009,4890100,17500000,90508336,0,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0.0,103.0,90508336
546,Love Happens,2009,36590100,18000000,22965110,13167904,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,119.0,36133014
547,Das Weisse Band: Eine deutsche Kindergeschichte,2009,110260100,18000000,2222862,23504182,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,145.0,25727044
548,Mao's Last Dancer,2009,110040100,18000000,4806750,21134687,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,117.0,25941437
549,The Informers,2009,71140100,18000000,315000,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,,315000
550,"I Love You, Beth Cooper",2009,30590100,18000000,14800725,1581813,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,102.0,16382538
551,Observe and Report,2009,22210100,18000000,24007324,3141574,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,86.0,27148898
552,Fame,2009,107400100,18000000,22455510,57772109,PG,Contemporary Fiction,Remake,Live Action,Musical,0.0,107.0,80227619
553,The Invention of Lying,2009,114230100,18500000,18451251,14228013,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0.0,100.0,32679264
554,Notorious,2009,15360100,19000000,36843682,8128501,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,122.0,44972183
555,Leap Year,2009,134090100,19000000,25918920,6700000,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,119.0,32618920
556,I Can Do Bad All By Myself,2009,14090100,19000000,51733921,0,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0.0,113.0,51733921
557,The Burning Plain,2009,84850100,20000000,200730,966362,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,,1167092
558,12 Rounds,2009,130680100,20000000,12234694,5071954,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,108.0,17306648
559,Crank 2: High Voltage,2009,32100100,20000000,13684249,21788490,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1.0,96.0,35472739
560,Bandslam,2009,46060100,20000000,5210988,7756841,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,111.0,12967829
561,Why Did I Get Married Too?,2009,134230100,20000000,60095852,735215,PG-13,Contemporary Fiction,Based on Play,Live Action,Drama,1.0,121.0,60831067
562,Armored,2009,133410100,20000000,15988876,7672162,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,88.0,23661038
563,Shorts,2009,25100100,20000000,20919166,8951635,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,0.0,89.0,29870801
564,Everybody's Fine,2009,105130100,20000000,9208876,0,PG-13,Contemporary Fiction,Remake,Live Action,Drama,0.0,100.0,9208876
565,The Last Song,2009,112430100,20000000,62950384,29728564,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,107.0,92678948
566,The Brothers Bloom,2009,50520100,20000000,3531756,2000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0.0,114.0,5531756
567,Fired Up,2009,27810100,20000000,17231291,1377279,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,91.0,18608570
568,Capitalism: A Love Story,2009,84040100,20000000,14363397,4758134,R,Factual,Based on Real Life Events,Live Action,Documentary,0.0,127.0,19121531
569,Orphan,2009,13480100,20000000,41596251,37173177,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,123.0,78769428
570,Obsessed,2009,7340100,20000000,68261644,5703069,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,108.0,73964713
571,Away We Go,2009,38170100,21000000,9451946,656070,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,98.0,10108016
572,The Informant!,2009,31470100,22000000,33316821,8454347,R,Contemporary Fiction,Based on Factual Book/Article,Live Action,Thriller/Suspense,0.0,108.0,41771168
573,Coco avant Chanel,2009,108930100,23000000,6113834,44700000,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,110.0,50813834
574,Shi Yue Wei Cheng,2009,136750100,23000000,0,44195779,Unknown,Historical Fiction,Unknown,Unknown,Action,0.0,139.0,44195779
575,Chéri,2009,53160100,23000000,2715657,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,92.0,2715657
576,Zombieland,2009,105270100,23600000,75590286,26646310,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,87.0,102236596
577,The Men Who Stare at Goats,2009,109740100,24000000,32428195,34920023,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Black Comedy,0.0,94.0,67348218
578,Faster,2009,112590100,24000000,23240020,12552925,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,98.0,35792945
579,Love Ranch,2009,119170100,25000000,137885,8264,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,,146149
580,Fighting,2009,22770100,25000000,23091010,9740697,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,84.0,32831707
581,La véritable histoire du Chat Botté,2009,161480100,25000000,0,8208594,G,Unknown,Unknown,Unknown,Unknown,0.0,0.0,8208594
582,The Box,2009,115470100,25000000,15051977,11289919,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,115.0,26341896
583,Bad Lieutenant: Port of Call New Orleans,2009,118960100,25000000,1702112,10711837,R,Contemporary Fiction,Remake,Live Action,Drama,0.0,122.0,12413949
584,Me and Orson Welles,2009,110900100,25000000,1190003,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,113.0,1190003
585,Taken,2009,1960100,25000000,145000989,81940596,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,91.0,226941585
586,Dance Flick,2009,21020100,25000000,25794018,6430606,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,84.0,32224624
587,The Road,2009,117920100,25000000,8114270,21092462,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,111.0,29206732
588,Brothers,2009,112190100,26000000,28544157,16499713,R,Historical Fiction,Remake,Live Action,Drama,0.0,105.0,45043870
589,Paul Blart: Mall Cop,2009,1920100,26000000,146336178,39568572,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0.0,91.0,185904750
590,My Sister's Keeper,2009,11280100,27500000,49200230,47472772,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,109.0,96673002
591,The Spy Next Door,2009,112360100,28000000,24307106,22445752,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,0.0,94.0,46752858
592,Taking Woodstock,2009,41490100,29000000,7460204,2606162,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,121.0,10066366
593,Bride Wars,2009,8880100,30000000,58715510,56434914,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,89.0,115150424
594,Le Petit Nicolas,2009,135330100,30000000,201857,52137709,Not Rated,Kids Fiction,Unknown,Live Action,Adventure,0.0,91.0,52339566
595,Up in the Air,2009,109830100,30000000,83823381,83019358,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,109.0,166842739
596,District 9,2009,3460100,30000000,115646235,96807196,R,Science Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense,0.0,111.0,212453431
597,Hannah Montana the Movie,2009,5960100,30000000,79576189,89597017,G,Contemporary Fiction,Based on TV,Live Action,Drama,0.0,102.0,169173206
598,Dragonball Evolution,2009,38290100,30000000,9362785,48865675,PG,Fantasy,Based on TV,Live Action,Adventure,0.0,85.0,58228460
599,The Imaginarium of Doctor Parnassus,2009,119330100,30000000,7689607,56663000,PG-13,Fantasy,Original Screenplay,Live Action,Adventure,0.0,122.0,64352607
600,Drag Me To Hell,2009,13190100,30000000,42100625,49287862,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,99.0,91388487
601,9,2009,22060100,30000000,31749894,16810105,PG-13,Fantasy,Original Screenplay,Digital Animation,Adventure,0.0,79.0,48559999
602,Splice,2009,110740100,30000000,17010170,11532324,R,Science Fiction,Original Screenplay,Animation/Live Action,Horror,0.0,104.0,28542494
603,Barney's Version,2009,110420100,30000000,7502560,1343015,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,132.0,8845575
604,Extraordinary Measures,2009,128920100,31000000,12482741,3344243,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,106.0,15826984
605,Takers,2009,122480100,32000000,57744720,12842548,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,107.0,70587268
606,Gake no ue no Ponyo,2009,30720100,34000000,15090399,190222267,G,Kids Fiction,Original Screenplay,Hand Animation,Adventure,0.0,101.0,205312666
607,Whiteout,2009,38250100,35000000,10275638,1979108,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0.0,101.0,12254746
608,The Back-up Plan,2009,112340100,35000000,37490007,37791172,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,104.0,75281179
609,Old Dogs,2009,122820100,35000000,49492060,45612244,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,88.0,95104304
610,The Hangover,2009,410100,35000000,277322503,188441583,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,100.0,465764086
611,Hotel for Dogs,2009,6630100,35000000,73178547,49178625,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,100.0,122357172
612,The Blind Side,2009,112310100,35000000,255959475,49746319,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,128.0,305705794
613,Underworld 3: Rise of the Lycans,2009,12140100,35000000,45802315,43300000,R,Fantasy,Original Screenplay,Live Action,Action,1.0,93.0,89102315
614,Hot Tub Time Machine,2009,115330100,36000000,50269859,15697891,R,Science Fiction,Original Screenplay,Live Action,Comedy,0.0,99.0,65967750
615,Obitaemyy ostrov,2009,123810100,36500000,0,15000000,Unknown,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,,15000000
616,The Ugly Truth,2009,5030100,38000000,88915214,116383693,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,95.0,205298907
617,Push,2009,17870100,38000000,31811527,12600000,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,111.0,44411527
618,The Time Traveler's Wife,2009,8460100,39000000,63414846,38917289,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,107.0,102332135
619,Pandorum,2009,115070100,40000000,10330853,6702578,R,Science Fiction,Original Screenplay,Live Action,Horror,0.0,108.0,17033431
620,The Proposal,2009,1600100,40000000,163958031,150751686,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,107.0,314709717
621,He's Just Not That Into You,2009,4590100,40000000,93953653,87100004,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0.0,129.0,181053657
622,Amelia,2009,133430100,40000000,14279575,5476502,PG,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,111.0,19756077
623,Julie & Julia,2009,4960100,40000000,94125426,32520693,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,122.0,126646119
624,"I Love You, Man",2009,6840100,40000000,72013010,20289492,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,105.0,92302502
625,17 Again,2009,7980100,40000000,64167069,75307837,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0.0,102.0,139474906
626,Fantastic Mr. Fox,2009,116510100,40000000,21002919,26080493,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0.0,88.0,47083412
627,The Final Destination,2009,8230100,40000000,66477700,120906927,R,Fantasy,Original Screenplay,Live Action,Horror,1.0,81.0,187384627
628,Cirque du Freak: The Vampire's Assistant,2009,109380100,40000000,14046595,25707362,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0.0,109.0,39753957
629,The Karate Kid,2009,111860100,40000000,176591618,175183320,PG,Contemporary Fiction,Remake,Live Action,Adventure,0.0,140.0,351774938
630,Brüno,2009,8660100,42000000,60054530,78653997,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0.0,82.0,138708527
631,Micmacs,2009,135760100,42000000,1259693,10497229,R,Contemporary Fiction,Unknown,Live Action,Comedy,0.0,105.0,11756922
632,Aliens in the Attic,2009,21900100,45000000,25200412,34350871,PG,Science Fiction,Original Screenplay,Live Action,Adventure,0.0,85.0,59551283
633,Mr. Nobody,2009,147720100,46500000,3622,18632,R,Science Fiction,Original Screenplay,Live Action,Drama,0.0,155.0,22254
634,Earth,2009,17740100,47000000,32011576,84761741,G,Factual,Based on TV,Live Action,Documentary,0.0,99.0,116773317
635,Street Fighter: The Legend of Chun-Li,2009,38580100,50000000,8742261,3918026,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0.0,96.0,12660287
636,Race to Witch Mountain,2009,7470100,50000000,67172595,37931189,PG,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,98.0,105103784
637,Knowing,2009,5910100,50000000,79957634,106492683,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,117.0,186450317
638,The International,2009,21260100,50000000,25450527,28400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,118.0,53850527
639,The Boat That Rocked,2009,123120100,50000000,8017467,29455184,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0.0,130.0,37472651
640,Outlander,2009,76700100,50000000,166003,1084614,R,Science Fiction,Original Screenplay,Live Action,Adventure,0.0,,1250617
641,The Twilight Saga: New Moon,2009,107880100,50000000,296623634,390934093,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,1.0,130.0,687557727
642,Gamer,2009,25660100,50000000,20534907,21467122,R,Science Fiction,Original Screenplay,Live Action,Action,0.0,95.0,42002029
643,Ninja Assassin,2009,116560100,50000000,38122883,24087009,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,99.0,62209892
644,Marmaduke,2009,111070100,50000000,33644788,56251142,PG,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0.0,88.0,89895930
645,Valentine's Day,2009,112380100,52000000,110485654,107083674,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,124.0,217569328
646,From Paris With Love,2009,113330100,52000000,24077427,29061741,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,92.0,53139168
647,Law Abiding Citizen,2009,114440100,53000000,73357727,57802054,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,118.0,131159781
648,Imagine That,2009,29070100,55000000,16222392,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0.0,115.0,16222392
649,Red Tails,2009,109930100,58000000,49876377,489121,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Action,0.0,120.0,50365498
650,Did You Hear About the Morgans?,2009,109690100,58000000,29580087,50900479,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,103.0,80480566
651,The Soloist,2009,17920100,60000000,31853584,6668866,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,117.0,38522450
652,Year One,2009,12790100,60000000,43337279,14267444,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0.0,97.0,57604723
653,State of Play,2009,15290100,60000000,37017955,51814255,PG-13,Contemporary Fiction,Based on TV,Live Action,Thriller/Suspense,0.0,127.0,88832210
654,Duplicity,2009,13770100,60000000,40572825,40506741,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,125.0,81079566
655,Inkheart,2009,27740100,60000000,17303424,49352514,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,106.0,66655938
656,Planet 51,2009,120740100,60000000,42194060,66802053,PG,Science Fiction,Original Screenplay,Digital Animation,Adventure,0.0,97.0,108996113
657,Couples Retreat,2009,109340100,60000000,109205660,63244763,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,113.0,172450423
658,Michael Jackson's This Is It,2009,112100100,60000000,72091016,180000000,PG,Factual,Based on Real Life Events,Live Action,Documentary,0.0,111.0,252091016
659,Invictus,2009,116120100,60000000,37491364,87022647,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,135.0,124514011
660,Coraline,2009,6410100,60000000,75286229,50750828,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0.0,100.0,126037057
661,Astro Boy,2009,125850100,65000000,19551067,22085176,PG,Super Hero,Based on Comic/Graphic Novel,Digital Animation,Adventure,0.0,100.0,41636243
662,Alvin and the Chipmunks: The Squeakquel,2009,133160100,70000000,219614612,223868601,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1.0,89.0,443483213
663,Agora,2009,132890100,70000000,619423,38372869,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,,38992292
664,Inglourious Basterds,2009,3500100,70000000,120774594,196140670,R,Historical Fiction,Original Screenplay,Live Action,Action,0.0,152.0,316915264
665,Funny People,2009,10450100,72500000,51855045,20025260,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,146.0,71880305
666,Killers,2009,109100100,75000000,47059963,48512786,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,100.0,95572749
667,Surrogates,2009,107210100,80000000,38577772,81090578,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,89.0,119668350
668,Shutter Island,2009,107950100,80000000,128012934,171448848,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,138.0,299461782
669,Nine,2009,116330100,80000000,19676965,33831893,PG-13,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0.0,118.0,53508858
670,It’s Complicated,2009,116790100,85000000,112735375,111879369,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,118.0,224614744
671,Fast & Furious,2009,1720100,85000000,155064265,208000000,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1.0,107.0,363064265
672,Ice Age: Dawn of the Dinosaurs,2009,1010100,90000000,196573705,663128152,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1.0,93.0,859701857
673,Sherlock Holmes,2009,126600100,90000000,209028679,289409533,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,133.0,498438212
674,The Lovely Bones,2009,125100100,95000000,44114232,50780216,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,135.0,94894448
675,Cloudy with a Chance of Meatballs,2009,15990100,100000000,124870275,111957402,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0.0,90.0,236827677
676,Land of the Lost,2009,11210100,100000000,49438370,20110271,PG-13,Fantasy,Based on TV,Live Action,Comedy,0.0,102.0,69548641
677,Where the Wild Things Are,2009,107330100,100000000,77233467,21890189,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,100.0,99123656
678,Public Enemies,2009,4460100,102500000,97104620,115178089,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,140.0,212282709
679,The Princess and the Frog,2009,124040100,105000000,104400899,166596479,G,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0.0,97.0,270997378
680,The Taking of Pelham 123,2009,7770100,110000000,65452312,86912058,R,Contemporary Fiction,Remake,Live Action,Action,0.0,106.0,152364370
681,Watchmen,2009,3740100,138000000,107509799,79466451,R,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0.0,161.0,186976250
682,Star Trek,2009,470100,140000000,257730019,129109595,PG-13,Science Fiction,Based on TV,Live Action,Adventure,1.0,125.0,386839614
683,Night at the Museum: Battle of the Smithsonian,2009,1290100,150000000,177243721,224987342,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1.0,105.0,402231063
684,X-Men Origins: Wolverine,2009,1250100,150000000,179883157,194942603,PG-13,Super Hero,Spin-Off,Live Action,Action,0.0,107.0,374825760
685,Angels & Demons,2009,2440100,150000000,133375846,357500000,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1.0,138.0,490875846
686,G-Force,2009,3230100,150000000,119436770,173381071,PG,Kids Fiction,Original Screenplay,Animation/Live Action,Adventure,0.0,87.0,292817841
687,Monsters vs. Aliens,2009,970100,175000000,198351526,183335854,PG,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0.0,95.0,381687380
688,Up,2009,340100,175000000,293004164,438459213,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,0.0,89.0,731463377
689,G.I. Joe: The Rise of Cobra,2009,1910100,175000000,150201498,152267519,PG-13,Contemporary Fiction,Based on Toy,Animation/Live Action,Action,0.0,118.0,302469017
690,Disney’s A Christmas Carol,2009,116220100,190000000,137855863,177853834,PG,Fantasy,Remake,Digital Animation,Drama,0.0,95.0,315709697
691,2012,2009,133340100,200000000,166112167,622296372,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0.0,158.0,788408539
692,Terminator Salvation,2009,2820100,200000000,125322469,240169323,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1.0,116.0,365491792
693,Transformers: Revenge of the Fallen,2009,90100,210000000,402111870,434407829,PG-13,Science Fiction,Based on TV,Animation/Live Action,Action,1.0,149.0,836519699
694,Harry Potter and the Half-Blood Prince,2009,310100,250000000,302089278,633124489,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1.0,153.0,935213767
