,movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,world_wide_box_office
695,Avatar,2009,122040100,425000000,760507625,2015837654,PG-13,Science Fiction,Original Screenplay,Animation/Live Action,Action,0.0,162.0,2776345279
696,You Got Served: Beat The World,2010,159050100,10000000,0,1230542,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1.0,0.0,1230542
697,A Better Life,2010,158530100,10000000,1759252,124999,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,98.0,1884251
698,Cedar Rapids,2010,139720100,10000000,6861102,1001029,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,87.0,7862131
699,Blood Done Sign My Name,2010,135350100,10000000,109383,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,128.0,109383
700,MacGruber,2010,110840100,10000000,8525600,104295,R,Unknown,Based on TV,Live Action,Comedy,0.0,90.0,8629895
701,"Jeff, Who Lives at Home",2010,147040100,10000000,4269426,438701,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,83.0,4708127
702,Devil,2010,138980100,10000000,33679655,29674459,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0.0,80.0,63354114
703,Bucky Larson: Born to Be a Star,2010,134550100,10000000,2529395,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,96.0,2529395
704,Welcome to the Rileys,2010,139810100,10000000,152857,203062,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,110.0,355919
705,Coriolanus,2010,142040100,10000000,749641,1429982,R,Historical Fiction,Based on Play,Live Action,Drama,0.0,122.0,2179623
706,It's a Wonderful Afterlife,2010,144750100,10000000,0,1642939,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,99.0,1642939
707,Io sono l’amore,2010,138830100,10000000,5005465,10116063,R,Historical Fiction,Original Screenplay,Live Action,Drama,0.0,119.0,15121528
708,The Reef,2010,159030100,10000000,0,15037867,R,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0.0,0.0,15037867
709,Skyline,2010,138990100,10000000,21416355,46848618,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,94.0,68264973
710,Housefull,2010,137710100,10100000,1183658,17542642,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,135.0,18726300
711,Brighton Rock,2010,141500100,11000000,229653,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,111.0,229653
712,The Fighter,2010,108640100,11000000,93617009,35645379,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,115.0,129262388
713,Darling Companion,2010,150480100,12000000,793352,406994,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,103.0,1200346
714,Kill the Irishman,2010,146890100,12000000,1188194,0,R,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0.0,106.0,1188194
715,Conviction,2010,138880100,12500000,6797696,5029284,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,96.0,11826980
716,Casino Jack,2010,148100100,12500000,2039869,232317,R,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,0.0,108.0,2272186
717,Machete,2010,139790100,12500000,26593646,19777324,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0.0,105.0,46370970
718,A Little Bit of Heaven,2010,144710100,12500000,10011,1090276,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,108.0,1100287
719,Chloe,2010,135540100,13000000,3075255,8755876,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0.0,96.0,11831131
720,The Perks of Being a Wallflower,2010,150390100,13000000,17742948,15326355,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,103.0,33069303
721,The Killer Inside Me,2010,138570100,13000000,217277,3400000,R,Unknown,Unknown,Live Action,Drama,0.0,,3617277
722,Justin Bieber: Never Say Never,2010,151100100,13000000,73013910,26020215,G,Factual,Based on Real Life Events,Live Action,Concert/Performance,0.0,105.0,99034125
723,Black Swan,2010,140330100,13000000,106954678,224312032,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,108.0,331266710
724,"I Love You, Phillip Morris",2010,124320100,13000000,2037459,20976568,R,Contemporary Fiction,Based on Real Life Events,Live Action,Comedy,0.0,100.0,23014027
725,The Last Godfather,2010,152540100,13400000,164247,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0.0,103.0,164247
726,Flipped,2010,110780100,14000000,1755212,2534781,PG,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0.0,90.0,4289993
727,Our Family Wedding,2010,110890100,14000000,20255281,1155265,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,103.0,21410546
728,Elle s'appelait Sarah,2010,150920100,14500000,7691700,17788331,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,106.0,25480031
729,You Will Meet a Tall Dark Stranger,2010,139480100,15000000,3247816,31000000,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,98.0,34247816
730,Country Strong,2010,146210100,15000000,20218921,383066,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,120.0,20601987
731,Winnie Mandela,2010,150310100,15000000,61847,0,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,103.0,61847
732,Never Let Me Go,2010,138870100,15000000,2434652,8739066,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,120.0,11173718
733,The King’s Speech,2010,143880100,15000000,138797449,292023719,R,Dramatization,Original Screenplay,Live Action,Drama,0.0,118.0,430821168
734,Diary of a Wimpy Kid,2010,128940100,15000000,64003625,12950686,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,92.0,76954311
735,Ramona and Beezus,2010,105410100,15000000,26167002,1302619,G,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0.0,103.0,27469621
736,Centurion,2010,113710100,15000000,123570,7761478,R,Historical Fiction,Original Screenplay,Live Action,Action,0.0,97.0,7885048
737,The Roommate,2010,111680100,16000000,37300107,15245600,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,91.0,52545707
738,Enter the Void,2010,139650100,16000000,337997,1129281,Not Rated,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0.0,106.0,1467278
739,Remember Me,2010,111180100,16000000,19068240,37437880,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,113.0,56506120
740,L'illusionniste,2010,139510100,17000000,2231474,6378475,PG,Historical Fiction,Original Screenplay,Hand Animation,Adventure,0.0,80.0,8609949
741,Lottery Ticket,2010,111660100,17000000,24719879,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,95.0,24719879
742,Saw 3D,2010,135950100,17000000,45710178,88025106,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1.0,91.0,133735284
743,Youth in Revolt,2010,120330100,18000000,15285588,4400000,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0.0,90.0,19685588
744,Carlos,2010,139660100,18000000,145526,1473627,Not Rated,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,123.0,1619153
745,The Last Station,2010,105000100,18000000,6617867,9078279,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0.0,110.0,15696146
746,Soul Surfer,2010,142200100,18000000,43853424,3305228,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0.0,106.0,47158652
747,Diary of a Wimpy Kid: Rodrick Rules,2010,149800100,18000000,52698535,20996659,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1.0,99.0,73695194
748,127 Hours,2010,140470100,18000000,18335230,41881941,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,93.0,60217171
749,The Crazies,2010,107980100,19000000,39123589,17321945,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,101.0,56445534
750,The Switch,2010,136390100,19000000,27758465,22100000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,101.0,49858465
751,Take Me Home Tonight,2010,139000100,19000000,6928068,648536,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0.0,114.0,7576604
752,Let Me In,2010,134830100,20000000,12134935,16135464,R,Fantasy,Remake,Live Action,Thriller/Suspense,0.0,115.0,28270399
753,Jackass 3D,2010,145290100,20000000,117229692,54456101,R,Factual,Based on TV,Live Action,Comedy,1.0,93.0,171685793
754,Monte Carlo,2010,143930100,20000000,23186769,16500000,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0.0,109.0,39686769
755,Vampires Suck,2010,139770100,20000000,36661504,44763484,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,82.0,81424988
756,The Descendants,2010,141540100,20000000,82624961,92882839,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,110.0,175507800
757,Daybreakers,2010,105360100,20000000,30101577,21343926,R,Science Fiction,Original Screenplay,Live Action,Horror,0.0,98.0,51445503
758,The Tempest,2010,136850100,20000000,277943,0,PG-13,Historical Fiction,Based on Play,Live Action,Drama,0.0,109.0,277943
759,Dylan Dog: Dead of Night,2010,142370100,20000000,1186538,4907187,PG-13,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0.0,107.0,6093725
760,The American,2010,129750100,20000000,35606376,32344347,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,103.0,67950723
761,Middle Men,2010,115420100,20000000,754301,0,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0.0,105.0,754301
762,The Debt,2010,107060100,20000000,31177548,15426506,R,Historical Fiction,Remake,Live Action,Thriller/Suspense,0.0,113.0,46604054
763,Alpha and Omega 3D,2010,133250100,20000000,25107267,23851086,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,88.0,48958353
764,The Oogieloves in the BIG Balloon Adventure,2010,138160100,20000000,1065907,0,G,Kids Fiction,Original Screenplay,Live Action,Adventure,0.0,88.0,1065907
765,You Again,2010,110160100,20000000,25702053,7136892,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,105.0,32838945
766,All Good Things,2010,126410100,20000000,582024,291593,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,101.0,873617
767,She's Out of My League,2010,111280100,20000000,32010860,16670117,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,105.0,48680977
768,A Very Harold & Kumar 3D Christmas,2010,146480100,20000000,35061031,1204714,R,Fantasy,Original Screenplay,Live Action,Comedy,1.0,89.0,36265745
769,What's Your Number?,2010,142710100,20000000,14011084,16152701,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,106.0,30163785
770,For Colored Girls,2010,135960100,21000000,37729698,288175,R,Contemporary Fiction,Based on Play,Live Action,Drama,0.0,134.0,38017873
771,The Beaver,2010,141380100,21000000,970816,4075222,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,91.0,5046038
772,Death at a Funeral,2010,105280100,21000000,42739347,6237886,R,Contemporary Fiction,Remake,Live Action,Comedy,0.0,92.0,48977233
773,Stone,2010,140080100,22000000,1810078,2254942,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,105.0,4065020
774,Kari gurashi no Arietti,2010,158680100,23000000,19192510,132303587,G,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0.0,94.0,151496097
775,Footloose,2010,114270100,24000000,51802742,11187092,PG-13,Contemporary Fiction,Remake,Live Action,Musical,0.0,113.0,62989834
776,Piranha 3D,2010,119680100,24000000,25003155,58657005,R,Science Fiction,Remake,Live Action,Horror,0.0,88.0,83660160
777,Dear John,2010,125870100,25000000,80014842,62018667,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,107.0,142033509
778,Straw Dogs,2010,105290100,25000000,10324441,929380,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0.0,110.0,11253821
779,On the Road,2010,143130100,25000000,720828,8592474,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,125.0,9313302
780,Don't Be Afraid of the Dark,2010,137940100,25000000,24046682,15079745,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,100.0,39126427
781,Sammy's avonturen: De geheime doorgang,2010,139890100,25000000,0,71594792,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,,71594792
782,The Losers,2010,110770100,25000000,23591432,6272408,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0.0,97.0,29863840
783,The Conspirator,2010,141940100,25000000,11538204,4369207,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,122.0,15907411
784,The Help,2010,144320100,25000000,169705587,43414417,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0.0,137.0,213120004
785,The Eagle,2010,134670100,25000000,19490041,19503507,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,114.0,38993548
786,My Soul to Take,2010,139540100,25000000,14744435,1983035,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0.0,107.0,16727470
787,No Strings Attached,2010,146720100,25000000,70662220,78565858,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,106.0,149228078
788,Warrior,2010,135940100,25000000,13657115,10558270,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,139.0,24215385
789,August: Osage County,2010,150420100,25000000,37738810,13000000,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0.0,119.0,50738810
790,Belka i Strelka. Zvezdnye sobaki,2010,151200100,25000000,0,9445081,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,85.0,9445081
791,Legion,2010,125900100,26000000,40168080,27479494,R,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0.0,104.0,67647574
792,Case 39,2010,120400100,27000000,13261851,15511976,R,Fantasy,Original Screenplay,Live Action,Horror,0.0,109.0,28773827
793,Limitless,2010,139010100,27000000,79249455,76315464,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0.0,105.0,155564919
794,Kick-Ass,2010,121460100,28000000,48071303,49459831,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Black Comedy,0.0,117.0,97531134
795,Larry Crowne,2010,145710100,30000000,35608245,25840890,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,98.0,61449135
796,Machine Gun Preacher,2010,147590100,30000000,538690,3183298,R,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,123.0,3721988
797,Love and Other Drugs,2010,134560100,30000000,32367005,70349316,R,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0.0,112.0,102716321
798,The Next Three Days,2010,138890100,30000000,21148651,46107265,PG-13,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0.0,133.0,67255916
799,Hoodwinked Too: Hood vs. Evil,2010,124050100,30000000,10143779,13209332,PG,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Adventure,1.0,86.0,23353111
800,Hanna,2010,145090100,30000000,40259119,25084575,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0.0,111.0,65343694
801,Konferenz der Tiere,2010,158770100,30000000,0,53048539,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0.0,93.0,53048539
802,Midnight in Paris,2010,142540100,30000000,56816662,105686112,PG-13,Fantasy,Original Screenplay,Live Action,Romantic Comedy,0.0,94.0,162502774
803,Fright Night,2010,143670100,30000000,18298649,22222000,R,Contemporary Fiction,Remake,Live Action,Horror,0.0,101.0,40520649
804,Step Up 3D,2010,129200100,30000000,42400223,123488894,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1.0,97.0,165889117
805,Winnie the Pooh,2010,150800100,30000000,26692846,23452761,G,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0.0,69.0,50145607
806,Letters to Juliet,2010,111850100,30000000,53032453,29116085,PG,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0.0,105.0,82148538
807,Sanctum,2010,139020100,30000000,23209310,81074443,R,Dramatization,Based on Real Life Events,Live Action,Adventure,0.0,109.0,104283753
808,The Cabin in the Woods,2010,118220100,30000000,42073277,28616691,R,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0.0,95.0,70689968
809,Going the Distance,2010,111060100,32000000,17804299,25799691,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0.0,109.0,43603990
810,Repo Men,2010,111950100,32000000,13942007,4253231,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0.0,111.0,18195238
811,"Big Mommas: Like Father, Like Son",2010,140350100,32000000,37915414,44417036,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1.0,107.0,82332450
812,Source Code,2010,146170100,32000000,54712227,85716272,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0.0,93.0,140428499
813,Wanderlust,2010,150150100,32500000,17288155,6871779,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0.0,98.0,24159934
814,The Darkest Hour,2010,143010100,34800000,21443494,41388221,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0.0,89.0,62831715
815,A Nightmare on Elm Street,2010,110860100,35000000,63075011,54654610,R,Fantasy,Remake,Live Action,Horror,0.0,94.0,117729621
816,Secretariat,2010,110150100,35000000,59699513,676734,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0.0,123.0,60376247
