,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,genre_list,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,scifi,TV_movie,thriller,war,western
4184,"[99, 10402]",109511,en,Give Me the Banjo,0.745,2011-11-04,Give Me the Banjo,7.0,5,"['Documentary', 'Music']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4185,[10402],68253,en,Coldplay: Live at Glastonbury,0.745,2011-06-26,Coldplay: Live at Glastonbury,6.8,5,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4186,"[16, 35]",73875,en,Little Johnny The Movie,0.745,2011-05-05,Little Johnny The Movie,5.3,5,"['Animation', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,[99],81830,en,The Rocky Saga: Going the Distance,0.745,2011-12-27,The Rocky Saga: Going the Distance,4.8,5,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,[35],75354,en,And They're Off,0.745,2011-10-28,And They're Off,2.5,1,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,"[99, 18]",57553,tl,Noy,0.7440000000000001,2011-01-08,Noy,6.2,5,"['Documentary', 'Drama']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4190,0,144860,en,Stained,0.7440000000000001,2011-08-30,Stained,4.0,5,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,"[99, 18]",168771,en,Soccer City,0.741,2011-11-04,Soccer City,7.0,3,"['Documentary', 'Drama']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4192,[35],190946,en,Curb Dance,0.741,2011-05-06,Curb Dance,5.3,9,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,[35],103661,en,"Small, Beautifully Moving Parts",0.738,2011-06-10,"Small, Beautifully Moving Parts",6.5,2,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,"[27, 53, 878]",54101,en,Born of Earth,0.738,2011-09-13,Born of Earth,5.3,2,"['Horror', 'Thriller', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4195,[35],282034,en,Not Another B Movie,0.737,2011-07-12,Not Another B Movie,4.3,3,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,[35],85445,ca,Any de Gràcia,0.737,2011-12-16,Any de Gràcia,3.8,4,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,[35],110553,en,Austin High,0.736,2011-10-22,Austin High,6.3,4,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,[99],77515,en,Attack of La Niña,0.736,2011-09-15,Attack of La Niña,4.0,4,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,0,86380,en,The Umbrella Man,0.7340000000000001,2011-11-22,The Umbrella Man,7.3,4,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,"[18, 35]",116437,lv,Kolka Cool,0.7290000000000001,2011-12-20,Kolka Cool,8.8,4,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4201,[35],154205,en,Snatched,0.725,2011-01-01,Snatched,3.5,2,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,[18],98870,en,Think of Me,0.721,2011-10-15,Think of Me,5.5,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4203,"[53, 878]",331051,ru,Споры,0.7190000000000001,2011-11-11,Spores,7.5,2,"['Thriller', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4204,"[18, 53]",146315,en,Last Will,0.7170000000000001,2011-03-22,Last Will,3.8,4,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4205,[10402],275355,en,Memphis: The Broadway Musical,0.715,2011-04-28,Memphis: The Broadway Musical,8.3,4,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4206,[878],74321,en,Planet of the Vampire Women,0.715,2011-04-30,Planet of the Vampire Women,5.3,4,['Science Fiction'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4207,[35],198279,en,We Will Rock You,0.715,2011-06-09,We Will Rock You,4.6,4,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,"[28, 12, 53]",58730,en,Mob Rules,0.715,2011-05-17,Mob Rules,3.5,4,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4209,[27],84738,en,Beware,0.715,2011-10-18,Beware,3.4,4,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4210,[99],58960,en,Dzi Croquettes,0.7140000000000001,2011-11-18,Dzi Croquettes,7.8,4,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,"[18, 53]",502030,en,Beau,0.7140000000000001,2011-01-01,Beau,5.5,4,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4212,[18],276871,en,Forever's Gonna Start Tonight,0.7140000000000001,2011-01-23,Forever's Gonna Start Tonight,5.5,4,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4213,"[27, 35]",186600,en,The Amateur Monster Movie,0.7140000000000001,2011-01-01,The Amateur Monster Movie,4.6,4,"['Horror', 'Comedy']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4214,"[18, 10749, 53]",68662,en,Subject: I Love You,0.713,2011-01-01,Subject: I Love You,8.0,1,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4215,[27],69884,en,Exit 33,0.7120000000000001,2011-01-01,Exit 33,4.7,3,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4216,0,145210,en,Burlesque Massacre,0.71,2011-02-02,Burlesque Massacre,1.5,3,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,[35],110677,en,Busty Coeds vs. Lusty Cheerleaders,0.7070000000000001,2011-04-01,Busty Coeds vs. Lusty Cheerleaders,7.3,3,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,"[35, 18, 10749]",109437,en,Valley of the Sun,0.7070000000000001,2011-01-01,Valley of the Sun,4.8,2,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4219,"[99, 18, 10751]",392284,en,The Hill Chris Climbed: The Gridiron Heroes Story,0.705,2011-01-11,The Hill Chris Climbed: The Gridiron Heroes Story,10.0,1,"['Documentary', 'Drama', 'Family']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4220,[99],105037,en,He Has Seen War,0.705,2011-11-11,He Has Seen War,5.0,3,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,[27],154210,en,Night of the Little Dead,0.7040000000000001,2011-03-15,Night of the Little Dead,7.7,3,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4222,[36],78244,en,Secret Access: The Vatican,0.7040000000000001,2011-03-30,Secret Access: The Vatican,7.0,1,['History'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4223,[10402],68613,en,Heart: Night at Sky Church,0.703,2011-03-08,Heart: Night at Sky Church,10.0,1,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4224,[18],103815,en,Look Again,0.703,2011-08-15,Look Again,5.0,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4225,[10751],63001,en,The Wiggles: Let's Eat,0.7020000000000001,2011-02-14,The Wiggles: Let's Eat,5.3,2,['Family'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4226,"[28, 18]",260482,en,"¡Una carrerita, Doctor!",0.701,2011-06-06,A Doctor's Job,6.5,2,"['Action', 'Drama']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4227,"[99, 10770]",375317,en,A Night at the Movies: Merry Christmas!,0.7,2011-12-06,A Night at the Movies: Merry Christmas!,6.8,3,"['Documentary', 'TV Movie']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4228,[35],79820,te,Vastadu Naa Raju,0.7,2011-02-11,Vastadu Naa Raju,5.5,2,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,"[99, 36]",67081,en,The Real King's Speech,0.6990000000000001,2011-06-07,The Real King's Speech,7.3,3,"['Documentary', 'History']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4230,"[10770, 80, 18, 53]",78814,en,We Have Your Husband,0.698,2011-11-12,We Have Your Husband,5.0,3,"['TV Movie', 'Crime', 'Drama', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4231,[99],83734,en,Susan Boyle:  An Unlikely Superstar,0.698,2011-11-06,Susan Boyle:  An Unlikely Superstar,4.0,3,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,"[28, 27]",86627,en,Frost Bite,0.6970000000000001,2011-01-01,Frost Bite,2.8,3,"['Action', 'Horror']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4233,[35],239650,en,A Madea Christmas,0.696,2011-11-22,A Madea Christmas,6.3,11,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,"[35, 99, 10402]",60063,en,The Topp Twins: Untouchable Girls,0.6920000000000001,2011-05-13,The Topp Twins: Untouchable Girls,7.0,2,"['Comedy', 'Documentary', 'Music']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4235,[10751],73960,en,Game Time: Tackling the Past,0.691,2011-09-03,Game Time: Tackling the Past,3.8,2,['Family'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4236,[99],63687,en,Circo,0.685,2011-04-01,Circo,7.7,3,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,"[10751, 16]",311159,en,Bratz: Good Vibes,0.685,2011-03-22,Bratz: Good Vibes,6.7,3,"['Family', 'Animation']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4238,0,227048,en,Sleepless Nights Stories,0.685,2011-12-15,Sleepless Nights Stories,6.7,3,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,[18],121245,en,"Bumblefuck, USA",0.685,2011-06-17,"Bumblefuck, USA",6.3,3,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4240,[99],71155,en,College Conspiracy,0.685,2011-05-14,College Conspiracy,5.8,3,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,0,156620,en,Laugh to Keep from Crying,0.685,2011-08-30,Laugh to Keep from Crying,5.0,3,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,"[99, 10402]",128571,en,Cure for Pain: The Mark Sandman Story,0.685,2011-04-29,Cure for Pain: The Mark Sandman Story,5.0,3,"['Documentary', 'Music']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4243,[16],79627,en,Hoops & Yoyo Ruin Christmas,0.685,2011-11-25,Hoops & Yoyo Ruin Christmas,4.8,3,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,"[27, 53, 80]",86410,en,The Hounds,0.685,2011-08-01,The Hounds,4.7,3,"['Horror', 'Thriller', 'Crime']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4245,[18],75863,en,The Insatiable Moon,0.684,2011-03-04,The Insatiable Moon,6.3,3,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4246,"[10749, 80]",419631,en,Moving Takahashi,0.684,2011-01-01,Moving Takahashi,6.0,3,"['Romance', 'Crime']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4247,"[18, 53]",103514,en,Into The Lion's Den,0.684,2011-01-01,Into The Lion's Den,4.7,3,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4248,[10751],145037,en,Hercules Saves Christmas,0.684,2011-01-01,Hercules Saves Christmas,2.8,3,['Family'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4249,"[35, 10749]",111859,en,Hopelessly in June,0.68,2011-06-06,Hopelessly in June,5.0,1,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4250,"[10749, 35, 18]",137484,en,New Year,0.677,2011-09-25,New Year,5.0,1,"['Romance', 'Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4251,0,65767,en,The Art of the Precision Rifle,0.675,2011-12-01,The Art of the Precision Rifle,10.0,1,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,"[53, 18]",296459,en,5th & Alameda,0.674,2011-01-01,5th & Alameda,6.0,1,"['Thriller', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4253,"[99, 10402]",109585,en,Young Jeezy: A Hustlerz Ambition,0.6729999999999999,2011-12-18,Young Jeezy: A Hustlerz Ambition,5.3,2,"['Documentary', 'Music']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4254,[10402],165153,it,Chick Corea Quartet: That Old Feeling - Live In L.A,0.67,2011-07-16,Chick Corea Quartet: That Old Feeling - Live In L.A,3.8,2,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4255,0,495894,en,The Fear of God,0.667,2011-09-22,The Fear of God,4.0,1,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,[99],143871,en,Beatles Stories,0.6659999999999999,2011-11-11,Beatles Stories,7.8,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,[35],420071,en,The Great Space Jam,0.6659999999999999,2011-08-21,The Great Space Jam,7.0,1,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,[99],73581,en,The Schengen Files,0.6659999999999999,2011-04-10,The Schengen Files,7.0,1,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,[99],74327,en,Bill Gates: How a Geek Changed the World,0.6659999999999999,2011-12-21,Bill Gates: How a Geek Changed the World,5.0,1,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,[35],41840,en,Tom Wilson: Bigger Than You,0.6659999999999999,2011-12-09,Tom Wilson: Bigger Than You,0.0,1,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,0,433336,en,Peril of the Antilles,0.665,2011-01-01,Peril of the Antilles,9.0,1,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,"[35, 28, 12, 16]",498860,en,Yu-Gi-Oh! 3D: Bonds Beyond Time Abridged,0.665,2011-11-06,Yu-Gi-Oh! 3D: Bonds Beyond Time Abridged,7.8,4,"['Comedy', 'Action', 'Adventure', 'Animation']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,"[28, 35]",211894,en,Commander Badass,0.664,2011-06-23,Commander Badass,4.8,2,"['Action', 'Comedy']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,[10402],158189,it,An Evening With Dave Grusin,0.664,2011-04-26,An Evening With Dave Grusin,4.5,2,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4265,[99],108727,en,Forum Snowboards - Vacation,0.6629999999999999,2011-09-28,Forum Snowboards - Vacation,4.3,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,"[27, 35]",84181,en,Doctor Spine,0.6629999999999999,2011-04-04,Doctor Spine,3.5,2,"['Horror', 'Comedy']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4267,0,72703,en,Leave a Message,0.662,2011-01-01,Leave a Message,3.3,2,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,[18],105478,en,American Nudist,0.662,2011-01-01,American Nudist,1.5,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4269,"[12, 28, 53]",77935,en,Fist 2 Fist,0.6609999999999999,2011-11-15,Fist 2 Fist,2.5,1,"['Adventure', 'Action', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4270,0,333930,en,Naughty Reunion,0.659,2011-12-03,Naughty Reunion,5.0,1,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,[16],400953,en,Solar Sight,0.655,2011-06-06,Solar Sight,10.0,2,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,[99],82673,en,Charlotte Rampling: The Look,0.655,2011-11-04,Charlotte Rampling: The Look,8.0,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,[35],79644,en,Godfrey: Black By Accident,0.655,2011-08-30,Godfrey: Black By Accident,8.0,2,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,"[18, 35, 10749, 10751]",76795,en,The Perfect Man,0.655,2011-06-28,The Perfect Man,8.0,2,"['Drama', 'Comedy', 'Romance', 'Family']",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4275,[18],134406,en,Sironia,0.655,2011-10-21,Sironia,7.5,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4276,"[99, 35]",93053,en,Clarkson: Powered Up,0.655,2011-11-07,Clarkson: Powered Up,7.0,2,"['Documentary', 'Comedy']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,[99],238529,en,Triangle: Remembering the Fire,0.655,2011-03-21,Triangle: Remembering the Fire,6.5,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,"[27, 53, 9648]",187288,en,Two Days Back,0.655,2011-11-18,Two Days Back,6.0,2,"['Horror', 'Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4279,"[10402, 18, 10752]",130712,en,Leave It on the Floor,0.655,2011-06-18,Leave It on the Floor,6.0,2,"['Music', 'Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4280,[99],82689,en,Addiction Incorporated,0.655,2011-12-14,Addiction Incorporated,6.0,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,"[53, 18, 27]",294371,en,Totem & Taboo,0.655,2011-09-22,Totem & Taboo,5.5,2,"['Thriller', 'Drama', 'Horror']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4282,"[18, 14]",266462,en,La Migala,0.655,2011-05-29,The Bird Spider,5.3,2,"['Drama', 'Fantasy']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4283,[35],135712,en,Chocolate Sundaes Presents: Live on Sunset Strip!: Vol. 2,0.655,2011-05-17,Chocolate Sundaes Presents: Live on Sunset Strip!: Vol. 2,5.3,2,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,[35],92626,en,The End,0.655,2011-10-11,The End,5.3,2,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4285,"[35, 18, 36, 10749]",75559,en,Arcadia,0.655,2011-08-08,Tom Stoppard's Arcadia,5.3,2,"['Comedy', 'Drama', 'History', 'Romance']",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4286,[10402],69963,en,Thuy Nga Paris By Night 102,0.655,2011-04-16,Thuy Nga Paris By Night 102,5.3,2,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4287,[10402],285224,en,The Smashing Pumpkins: Terminal 5,0.655,2011-10-18,The Smashing Pumpkins: Terminal 5,5.0,2,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4288,"[16, 18]",281296,en,Monster and Dumpling,0.655,2011-05-25,Monster and Dumpling,4.3,2,"['Animation', 'Drama']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4289,"[18, 28]",121104,en,Дом на краю,0.655,2011-11-11,The house on Krayu,4.3,2,"['Drama', 'Action']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4290,[10402],76042,en,Seth MacFarlane: Swingin' in Concert,0.655,2011-09-30,Seth MacFarlane: Swingin' in Concert,4.3,2,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4291,[99],328038,en,The Cuba Prostitution Documentary,0.655,2011-12-28,The Cuba Prostitution Documentary,4.0,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4292,[10402],129539,en,"Emerson, Lake & Palmer: 40th Anniversary Reunion Concert",0.655,2011-09-06,"Emerson, Lake & Palmer: 40th Anniversary Reunion Concert",4.0,2,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4293,"[10402, 99]",82110,en,Deep Purple with Orchestra - Live at Montreux 2011,0.655,2011-11-08,Deep Purple with Orchestra - Live at Montreux 2011,4.0,2,"['Music', 'Documentary']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4294,"[35, 18]",214703,en,The Return of Joe Rich,0.655,2011-10-12,The Return of Joe Rich,3.8,2,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4295,[18],207517,en,God Don't Make the Laws,0.655,2011-12-01,God Don't Make the Laws,3.8,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4296,"[27, 35]",102312,en,For Love of Zombies,0.655,2011-10-30,For Love of Zombies,3.5,2,"['Horror', 'Comedy']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4297,"[27, 53]",82707,en,1313: Wicked Stepbrother,0.655,2011-10-01,1313: Wicked Stepbrother,3.5,2,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4298,[53],205623,ru,The New Republic,0.655,2011-07-05,The New Republic,3.0,2,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4299,[18],76199,en,Hollow,0.655,2011-09-06,Hollow,3.0,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4300,"[16, 878]",63890,en,Gene Fusion,0.655,2011-05-10,Gene Fusion,1.5,2,"['Animation', 'Science Fiction']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4301,[99],248859,en,Runnin' Rebels of UNLV,0.654,2011-03-12,Runnin' Rebels of UNLV,8.0,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,0,465739,en,James Bond Supports International Women's Day,0.654,2011-03-05,James Bond Supports International Women's Day,6.0,2,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,[18],69878,en,Harvest,0.654,2011-03-11,Harvest,5.0,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4304,"[878, 9648, 28]",71175,en,Overturn,0.654,2011-02-16,Overturn,4.8,2,"['Science Fiction', 'Mystery', 'Action']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4305,[99],75846,en,Doctor Kong: Cutting Up the Competition,0.654,2011-02-22,Doctor Kong: Cutting Up the Competition,4.3,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,"[53, 27]",115448,en,The Creepy Doll,0.654,2011-01-01,The Creepy Doll,4.0,2,"['Thriller', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4307,[10402],76239,en,America: Live in Chicago,0.654,2011-02-01,America: Live in Chicago,3.8,2,['Music'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4308,"[18, 35]",114588,en,The Lake Effect,0.654,2011-03-01,The Lake Effect,2.5,2,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4309,"[10402, 35, 14]",313903,en,The Magic Flute,0.647,2006-12-30,The Magic Flute,9.0,2,"['Music', 'Comedy', 'Fantasy']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4310,[16],240159,en,Phil's Dance Party,0.63,2011-04-02,Phil's Dance Party,5.0,1,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,0,275669,en,Stripper: Natasha Kizmet,0.629,2011-07-01,Stripper: Natasha Kizmet,1.0,1,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,[35],155294,en,Fully Loaded,0.629,2011-06-27,Fully Loaded,1.0,1,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,[99],323922,en,Sharkwise,0.629,2011-03-23,Sharkwise,0.5,1,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,0,165274,en,Secrets of the Mediterranean: Cousteau's Lost World,0.628,2011-01-04,Secrets of the Mediterranean: Cousteau's Lost World,6.5,1,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,[28],111957,en,No Saints for Sinners,0.628,2011-01-01,No Saints for Sinners,5.0,1,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316,[99],537876,en,Kick Drum Hearts,0.625,2011-04-15,Kick Drum Hearts,10.0,1,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,[99],511945,en,ARCHONS... SPACE INVADERS,0.625,2011-06-26,ARCHONS... SPACE INVADERS,10.0,1,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,[99],403303,en,Architects & Engineers: Solving the Mystery of WTC 7,0.625,2011-07-01,Architects & Engineers: Solving the Mystery of WTC 7,10.0,1,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,0,325774,en,The Sole of the Foot,0.625,2011-03-26,The Sole of the Foot,10.0,1,['none'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
